R_axis_m,Z_axis_m,R0_m,a_m,A,kappa,delta_u,delta_l,delta_bar,Rmin_m,Rmax_m,Zmin_m,Zmax_m,area_m2,perimeter_m,volume_toroidal_m3,R_top_m,R_bottom_m,source_method
4.396986663090998,-5.1688970437169246e-08,4.208114147566894,2.075484084855227,2.0275338068229156,2.1630836766664325,0.4694520297431447,0.4694520297431447,0.4694520297431447,2.1326300627116668,6.283598232422121,-4.48944574211794,4.489445748144683,27.467771425900004,21.133044750415575,726.2577918973197,3.2337739312320144,3.2337739312320144,analyze_star_separatrix
