plasma_volume_m3,pressure_volume_integral_J_like,thermal_energy_1p5p_J,pressure_avg_Pa,B0_toroidal_T,beta_t_volume_avg,beta_p
697.5658402850588,385190.6523567644,577785.9785351467,552.1925388424369,4.94283169861883,5.680397760952958e-05,0.01800877624998405
