R_m,Z_m,Br_T,Bz_T,Bp_T,Bt_T,Btotal_T
6.335674549522637,-5.1688970437169246e-08,-2.8434536353123425e-09,-0.2656291660480671,0.26562916604806713,3.2829969149168465,3.293725489048674
6.43260894384422,-5.1688970437169246e-08,-2.6628434072472752e-09,-0.2604430493801662,0.26044304938016627,3.2335247147123516,3.2439964029921544
6.5295433381658015,-5.1688970437169246e-08,-2.5009695089793497e-09,-0.25553884144385336,0.25553884144385336,3.185521394493551,3.1957544734010166
6.626477732487383,-5.1688970437169246e-08,-2.356416211307536e-09,-0.25092295170145784,0.25092295170145784,3.1389224924162384,3.148935810887091
6.723412126808966,-5.1688970437169246e-08,-2.227722367918297e-09,-0.2465668187593674,0.2465668187593674,3.09366726413542,3.1034774588026655
6.820346521130547,-5.1688970437169246e-08,-2.113536449379318e-09,-0.2424418369962047,0.2424418369962047,3.0496984186299336,3.0593199389602934
6.917280915452129,-5.1688970437169246e-08,-2.012712652538158e-09,-0.2385216057011105,0.2385216057011105,3.006961876238977,3.016407180992126
7.014215309773712,-5.1688970437169246e-08,-1.924166994265287e-09,-0.23478183786806436,0.23478183786806436,2.965406546761827,2.9746862858073975
7.111149704095293,-5.1688970437169246e-08,-1.8469884384331073e-09,-0.23120011963349152,0.23120011963349152,2.92498412570633,2.93410729710973
7.208084098416875,-5.1688970437169246e-08,-1.780340964397849e-09,-0.22775568549605496,0.22775568549605496,2.8856489069777007,2.894622992138592
7.305018492738458,-5.1688970437169246e-08,-1.723441091799907e-09,-0.2244292242268903,0.2244292242268903,2.84735761048055,2.8561886910091547
7.401952887060039,-5.1688970437169246e-08,-1.6752410091034754e-09,-0.22119961711108374,0.22119961711108374,2.8100692232670363,2.818761839915301
