inside_WALL_INNER,min_abs_distance_to_WALL_INNER_m,closest_lcfs_point_R_m,closest_lcfs_point_Z_m,inside_WALL_OUTER,min_abs_distance_to_WALL_OUTER_m
True,0.09779965252642793,4.106183480126252,4.084728581821453,True,0.39761782454241856
