inside_WALL_INNER,min_abs_distance_to_WALL_INNER_m,closest_lcfs_point_R_m,closest_lcfs_point_Z_m,inside_WALL_OUTER,min_abs_distance_to_WALL_OUTER_m
True,0.09777645334449485,4.106183480126252,4.084754900348895,True,0.39759449390347384
