plasma_volume_m3,pressure_volume_integral_J_like,thermal_energy_1p5p_J,pressure_avg_Pa,B0_toroidal_T,beta_t_volume_avg,beta_p
697.5658402850588,385196.7099441168,577795.0649161752,552.2012227357736,4.942792811801694,5.68057647348011e-05,0.018008936111377986
