R_axis_m,Z_axis_m,R0_m,a_m,A,kappa,delta_u,delta_l,delta_bar,Rmin_m,Rmax_m,Zmin_m,Zmax_m,area_m2,perimeter_m,volume_toroidal_m3,R_top_m,R_bottom_m,source_method
4.396986663090998,-5.1688970437169246e-08,4.20814725438961,2.0755062708134524,2.0275280848659216,2.163092458557175,0.46946296277664823,0.46946296277664823,0.46946296277664823,2.1326409835761573,6.2836535252030625,-4.489447181800283,4.489576742369127,27.46807313159534,21.133342384245275,726.2714829118124,3.2337739312320144,3.2337739312320144,analyze_star_separatrix
