plasma_volume_m3,pressure_volume_integral_J_like,thermal_energy_1p5p_J,pressure_avg_Pa,B0_toroidal_T,beta_t_volume_avg,beta_p
697.5658402850588,385191.2321544274,577786.8482316411,552.1933700151083,4.942830272543102,5.680409588969819e-05,0.018008801308046895
