R_axis_m,Z_axis_m,R0_m,a_m,A,kappa,delta_u,delta_l,delta_bar,Rmin_m,Rmax_m,Zmin_m,Zmax_m,area_m2,perimeter_m,volume_toroidal_m3,R_top_m,R_bottom_m,source_method
4.396986663090998,-5.1688970437169246e-08,4.208115361666735,2.0754836142205133,2.0275348515565956,2.1630837619945504,0.46945272116766523,0.46945272116766523,0.46945272116766523,2.132631747446222,6.283598975887249,-4.489447377165305,4.489442431247003,27.46776889962864,21.133040639759,726.2579346373135,3.2337739312320144,3.2337739312320144,analyze_star_separatrix
