psi_norm,q,pressure_Pa
0.0,7.081671824715146,2000.000000007529
0.006163522012578616,7.081671824715146,1978.7281764062966
0.012327044025157233,7.081671824715146,1957.4729172124385
0.01849056603773585,7.081671824715146,1936.2415489432099
0.024654088050314465,7.092551736588003,1915.0395269211103
0.030817610062893082,7.107754751941319,1893.8714215526356
0.0369811320754717,7.1240718818231565,1872.7412484682848
0.043144654088050315,7.1392554683376925,1851.6526316312093
0.04930817610062893,7.154997435141738,1830.6088992488508
0.05547169811320755,7.172564810401232,1809.6131455503282
0.061635220125786164,7.189521948200721,1788.668273532106
0.06779874213836479,7.207735970024202,1767.7770259818801
0.0739622641509434,7.22595148973289,1746.9420088467486
0.080125786163522,7.244969686499192,1726.1657093578522
0.08628930817610063,7.264322830993176,1705.4505104253499
0.09245283018867925,7.2841968392385175,1684.7987022975594
0.09861635220125786,7.304518602178512,1664.2124921611942
0.10477987421383647,7.325369605502536,1643.6940121582165
0.1109433962264151,7.346437486207196,1623.2453261621913
0.11710691823899372,7.36850330992578,1602.8684355670102
0.12327044025157233,7.390370384688792,1582.5652842781471
0.12943396226415094,7.413260898423351,1562.337763051944
0.13559748427672957,7.436171591457033,1542.1877132959328
0.14176100628930818,7.4596231617342275,1522.116930419179
0.1479245283018868,7.48381999891059,1502.127166803567
0.1540880503144654,7.508182197670336,1482.2201344531754
0.160251572327044,7.533123835263025,1462.397507368248
0.16641509433962265,7.5584484066237225,1442.6609236819515
0.17257861635220126,7.5843256708637785,1423.0119875915614
0.17874213836477987,7.610706386695423,1403.4522711104578
0.1849056603773585,7.6373376660232895,1383.9833156631048
0.19106918238993711,7.664628010433193,1364.6066335417868
0.19723270440251572,7.692472876398846,1345.3237092410393
0.20339622641509433,7.720541077249232,1326.1360006834477
0.20955974842767294,7.749235410847642,1307.0449403485493
0.21572327044025158,7.778524554951388,1288.0519363149879
0.2218867924528302,7.808149086835024,1269.1583732247461
0.2280503144654088,7.838337417783662,1250.3656131771243
0.23421383647798744,7.869075711076719,1231.6749965592057
0.24037735849056605,7.900261973368633,1213.0878428187182
0.24654088050314465,7.931994651185993,1194.605451184494
0.2527044025157233,7.964281429736131,1176.2291013391591
0.2588679245283019,7.997057679913613,1157.960054048132
0.2650314465408805,8.030387986596608,1139.7995517485795
0.27119496855345915,8.064334825905727,1121.748819101592
0.27735849056603773,8.098770734925461,1103.8090635104795
0.28352201257861637,8.133789534152717,1085.981475607803
0.28968553459119495,8.1694359953143,1068.2672297135073
0.2958490566037736,8.205589765403419,1050.6674842662508
0.3020125786163522,8.242333769436678,1033.1833822298674
0.3081761006289308,8.279771048455437,1015.8160514766843
0.31433962264150944,8.31778682042298,998.5666051492617
0.320503144654088,8.356325464760333,981.436142002
0.32666666666666666,8.395599241545549,964.4257467238934
0.3328301886792453,8.435639513443432,947.5364902436288
0.3389937106918239,8.476168551638127,930.7694300181017
0.3451572327044025,8.517293359058586,914.1256103053415
0.35132075471698115,8.559244564589225,897.606062422747
0.35748427672955974,8.601982070999037,881.2118049914613
0.3636477987421384,8.645244811736895,864.9438441676417
0.369811320754717,8.689254646089818,848.8031738613231
0.3759748427672956,8.734067897399731,832.790775943511
0.38213836477987423,8.779695563467724,816.9076204420933
0.3883018867924528,8.825945091791828,801.1546657271083
0.39446540880503145,8.873040154924098,785.5328586858623
0.4006289308176101,8.920996291169633,770.0431348883558
0.40679245283018867,8.96977251380807,754.6864187434331
0.4129559748427673,9.01928398515122,739.4636236460393
0.4191194968553459,9.069708903476279,724.3756521159385
0.4252830188679245,9.121056662162191,709.4233959282117
0.43144654088050316,9.173265548995746,694.6077362358375
0.43761006289308174,9.226340106878226,679.9295436846135
0.4437735849056604,9.280378738483149,665.3896785206726
0.449937106918239,9.335411093573306,650.9889906908152
0.4561006289308176,9.391392813847478,636.7283199358557
0.46226415094339623,9.448357255848357,622.6084958771648
0.46842767295597487,9.50637028019135,608.630338096575
0.47459119496855345,9.56544957531578,594.7946562097825
0.4807547169811321,9.625589557691596,581.1022499333798
